State,Crime_Type,Year,Cases,unemployment_rate,poverty_rate,per_capita_income,inflation_rate,population_density,gender_ratio,literacy_rate,youth_population_percent,urbanization_rate,human_development_index,police_stations_per_district,conviction_rate,police_personnel_per_100k,alcohol_consumption_per_capita
Chhattisgarh,Robbery,2003,254,6.1,27.17,31975.0,2.63,89,875,72.83,26.96,33.8,0.59,9,34.2,99,3.01
Chhattisgarh,Theft,2003,21438,6.1,27.17,31975.0,2.63,89,875,72.83,26.96,33.8,0.59,9,34.2,99,3.01
Chhattisgarh,Burglary,2004,2726,5.96,24.76,32648.0,5.15,90,870,72.87,24.94,32.2,0.584,5,31.3,113,2.88
Chhattisgarh,Dacoity,2004,57,5.96,24.76,32648.0,5.15,90,870,72.87,24.94,32.2,0.584,5,31.3,113,2.88
Chhattisgarh,Dowry Deaths,2004,291,5.96,24.76,32648.0,5.15,90,870,72.87,24.94,32.2,0.584,5,31.3,113,2.88
Chhattisgarh,Kidnapping & Abduction,2004,1093,5.96,24.76,32648.0,5.15,90,870,72.87,24.94,32.2,0.584,5,31.3,113,2.88
Chhattisgarh,Murder,2004,1005,5.96,24.76,32648.0,5.15,90,870,72.87,24.94,32.2,0.584,5,31.3,113,2.88
Chhattisgarh,Rape,2004,811,5.96,24.76,32648.0,5.15,90,870,72.87,24.94,32.2,0.584,5,31.3,113,2.88
Chhattisgarh,Riots,2004,274,5.96,24.76,32648.0,5.15,90,870,72.87,24.94,32.2,0.584,5,31.3,113,2.88
Chhattisgarh,Robbery,2004,730,5.96,24.76,32648.0,5.15,90,870,72.87,24.94,32.2,0.584,5,31.3,113,2.88
Chhattisgarh,Theft,2004,9516,5.96,24.76,32648.0,5.15,90,870,72.87,24.94,32.2,0.584,5,31.3,113,2.88
Chhattisgarh,Burglary,2005,4230,8.17,27.09,34118.0,7.01,87,867,72.97,24.92,34.6,0.618,5,28.4,115,3.23
Chhattisgarh,Dacoity,2005,75,8.17,27.09,34118.0,7.01,87,867,72.97,24.92,34.6,0.618,5,28.4,115,3.23
Chhattisgarh,Dowry Deaths,2005,290,8.17,27.09,34118.0,7.01,87,867,72.97,24.92,34.6,0.618,5,28.4,115,3.23
Chhattisgarh,Kidnapping & Abduction,2005,1462,8.17,27.09,34118.0,7.01,87,867,72.97,24.92,34.6,0.618,5,28.4,115,3.23
Chhattisgarh,Murder,2005,729,8.17,27.09,34118.0,7.01,87,867,72.97,24.92,34.6,0.618,5,28.4,115,3.23
Chhattisgarh,Rape,2005,2495,8.17,27.09,34118.0,7.01,87,867,72.97,24.92,34.6,0.618,5,28.4,115,3.23
Chhattisgarh,Riots,2005,255,8.17,27.09,34118.0,7.01,87,867,72.97,24.92,34.6,0.618,5,28.4,115,3.23
Chhattisgarh,Robbery,2005,609,8.17,27.09,34118.0,7.01,87,867,72.97,24.92,34.6,0.618,5,28.4,115,3.23
Chhattisgarh,Theft,2005,1770,8.17,27.09,34118.0,7.01,87,867,72.97,24.92,34.6,0.618,5,28.4,115,3.23
Chhattisgarh,Burglary,2006,4701,6.68,26.76,32507.0,5.56,90,870,73.06,25.9,35.0,0.612,6,31.5,111,2.98
Chhattisgarh,Dacoity,2006,58,6.68,26.76,32507.0,5.56,90,870,73.06,25.9,35.0,0.612,6,31.5,111,2.98
Chhattisgarh,Dowry Deaths,2006,144,6.68,26.76,32507.0,5.56,90,870,73.06,25.9,35.0,0.612,6,31.5,111,2.98
Chhattisgarh,Kidnapping & Abduction,2006,2075,6.68,26.76,32507.0,5.56,90,870,73.06,25.9,35.0,0.612,6,31.5,111,2.98
Chhattisgarh,Murder,2006,939,6.68,26.76,32507.0,5.56,90,870,73.06,25.9,35.0,0.612,6,31.5,111,2.98
Chhattisgarh,Rape,2006,674,6.68,26.76,32507.0,5.56,90,870,73.06,25.9,35.0,0.612,6,31.5,111,2.98
Chhattisgarh,Riots,2006,284,6.68,26.76,32507.0,5.56,90,870,73.06,25.9,35.0,0.612,6,31.5,111,2.98
Chhattisgarh,Robbery,2006,712,6.68,26.76,32507.0,5.56,90,870,73.06,25.9,35.0,0.612,6,31.5,111,2.98
Chhattisgarh,Theft,2006,13505,6.68,26.76,32507.0,5.56,90,870,73.06,25.9,35.0,0.612,6,31.5,111,2.98
Chhattisgarh,Burglary,2007,3862,6.37,26.91,32200.0,4.97,92,872,73.22,24.88,32.4,0.611,5,33.6,117,3.18
Chhattisgarh,Dacoity,2007,19,6.37,26.91,32200.0,4.97,92,872,73.22,24.88,32.4,0.611,5,33.6,117,3.18
Chhattisgarh,Dowry Deaths,2007,236,6.37,26.91,32200.0,4.97,92,872,73.22,24.88,32.4,0.611,5,33.6,117,3.18
Chhattisgarh,Kidnapping & Abduction,2007,1866,6.37,26.91,32200.0,4.97,92,872,73.22,24.88,32.4,0.611,5,33.6,117,3.18
Chhattisgarh,Murder,2007,926,6.37,26.91,32200.0,4.97,92,872,73.22,24.88,32.4,0.611,5,33.6,117,3.18
Chhattisgarh,Rape,2007,964,6.37,26.91,32200.0,4.97,92,872,73.22,24.88,32.4,0.611,5,33.6,117,3.18
Chhattisgarh,Riots,2007,593,6.37,26.91,32200.0,4.97,92,872,73.22,24.88,32.4,0.611,5,33.6,117,3.18
Chhattisgarh,Robbery,2007,335,6.37,26.91,32200.0,4.97,92,872,73.22,24.88,32.4,0.611,5,33.6,117,3.18
Chhattisgarh,Theft,2007,9872,6.37,26.91,32200.0,4.97,92,872,73.22,24.88,32.4,0.611,5,33.6,117,3.18
Chhattisgarh,Burglary,2008,1783,7.73,29.37,34398.0,4.89,92,868,73.26,24.86,33.8,0.604,7,30.7,118,3.23
Chhattisgarh,Dacoity,2008,35,7.73,29.37,34398.0,4.89,92,868,73.26,24.86,33.8,0.604,7,30.7,118,3.23
Chhattisgarh,Dowry Deaths,2008,67,7.73,29.37,34398.0,4.89,92,868,73.26,24.86,33.8,0.604,7,30.7,118,3.23
Chhattisgarh,Kidnapping & Abduction,2008,2390,7.73,29.37,34398.0,4.89,92,868,73.26,24.86,33.8,0.604,7,30.7,118,3.23
Chhattisgarh,Murder,2008,524,7.73,29.37,34398.0,4.89,92,868,73.26,24.86,33.8,0.604,7,30.7,118,3.23
Chhattisgarh,Rape,2008,2156,7.73,29.37,34398.0,4.89,92,868,73.26,24.86,33.8,0.604,7,30.7,118,3.23
Chhattisgarh,Riots,2008,338,7.73,29.37,34398.0,4.89,92,868,73.26,24.86,33.8,0.604,7,30.7,118,3.23
Chhattisgarh,Robbery,2008,337,7.73,29.37,34398.0,4.89,92,868,73.26,24.86,33.8,0.604,7,30.7,118,3.23
Chhattisgarh,Theft,2008,8039,7.73,29.37,34398.0,4.89,92,868,73.26,24.86,33.8,0.604,7,30.7,118,3.23
Chhattisgarh,Burglary,2009,2459,8.03,27.5,33798.0,6.32,87,868,73.37,23.84,32.2,0.614,5,32.8,107,3.12
Chhattisgarh,Dacoity,2009,17,8.03,27.5,33798.0,6.32,87,868,73.37,23.84,32.2,0.614,5,32.8,107,3.12
Chhattisgarh,Dowry Deaths,2009,236,8.03,27.5,33798.0,6.32,87,868,73.37,23.84,32.2,0.614,5,32.8,107,3.12
Chhattisgarh,Kidnapping & Abduction,2009,1706,8.03,27.5,33798.0,6.32,87,868,73.37,23.84,32.2,0.614,5,32.8,107,3.12
Chhattisgarh,Murder,2009,711,8.03,27.5,33798.0,6.32,87,868,73.37,23.84,32.2,0.614,5,32.8,107,3.12
Chhattisgarh,Rape,2009,972,8.03,27.5,33798.0,6.32,87,868,73.37,23.84,32.2,0.614,5,32.8,107,3.12
Chhattisgarh,Riots,2009,231,8.03,27.5,33798.0,6.32,87,868,73.37,23.84,32.2,0.614,5,32.8,107,3.12
Chhattisgarh,Robbery,2009,709,8.03,27.5,33798.0,6.32,87,868,73.37,23.84,32.2,0.614,5,32.8,107,3.12
Chhattisgarh,Theft,2009,10281,8.03,27.5,33798.0,6.32,87,868,73.37,23.84,32.2,0.614,5,32.8,107,3.12
Chhattisgarh,Burglary,2010,3814,6.78,25.87,35623.0,5.95,92,872,73.48,27.82,37.6,0.607,9,26.9,109,2.91
Chhattisgarh,Dacoity,2010,54,6.78,25.87,35623.0,5.95,92,872,73.48,27.82,37.6,0.607,9,26.9,109,2.91
Chhattisgarh,Dowry Deaths,2010,222,6.78,25.87,35623.0,5.95,92,872,73.48,27.82,37.6,0.607,9,26.9,109,2.91
Chhattisgarh,Kidnapping & Abduction,2010,269,6.78,25.87,35623.0,5.95,92,872,73.48,27.82,37.6,0.607,9,26.9,109,2.91
Chhattisgarh,Murder,2010,545,6.78,25.87,35623.0,5.95,92,872,73.48,27.82,37.6,0.607,9,26.9,109,2.91
Chhattisgarh,Rape,2010,176,6.78,25.87,35623.0,5.95,92,872,73.48,27.82,37.6,0.607,9,26.9,109,2.91
Chhattisgarh,Riots,2010,286,6.78,25.87,35623.0,5.95,92,872,73.48,27.82,37.6,0.607,9,26.9,109,2.91
Chhattisgarh,Robbery,2010,727,6.78,25.87,35623.0,5.95,92,872,73.48,27.82,37.6,0.607,9,26.9,109,2.91
Chhattisgarh,Theft,2010,16696,6.78,25.87,35623.0,5.95,92,872,73.48,27.82,37.6,0.607,9,26.9,109,2.91
Chhattisgarh,Burglary,2011,1276,7.63,27.92,33801.0,5.58,90,877,73.58,23.8,37.0,0.634,8,27.0,107,3.01
Chhattisgarh,Dacoity,2011,71,7.63,27.92,33801.0,5.58,90,877,73.58,23.8,37.0,0.634,8,27.0,107,3.01
Chhattisgarh,Dowry Deaths,2011,50,7.63,27.92,33801.0,5.58,90,877,73.58,23.8,37.0,0.634,8,27.0,107,3.01
Chhattisgarh,Kidnapping & Abduction,2011,2795,7.63,27.92,33801.0,5.58,90,877,73.58,23.8,37.0,0.634,8,27.0,107,3.01
Chhattisgarh,Murder,2011,257,7.63,27.92,33801.0,5.58,90,877,73.58,23.8,37.0,0.634,8,27.0,107,3.01
Chhattisgarh,Rape,2011,1552,7.63,27.92,33801.0,5.58,90,877,73.58,23.8,37.0,0.634,8,27.0,107,3.01
Chhattisgarh,Riots,2011,298,7.63,27.92,33801.0,5.58,90,877,73.58,23.8,37.0,0.634,8,27.0,107,3.01
Chhattisgarh,Robbery,2011,334,7.63,27.92,33801.0,5.58,90,877,73.58,23.8,37.0,0.634,8,27.0,107,3.01
Chhattisgarh,Theft,2011,10679,7.63,27.92,33801.0,5.58,90,877,73.58,23.8,37.0,0.634,8,27.0,107,3.01
Chhattisgarh,Burglary,2012,3189,6.71,26.46,33066.0,5.0,89,868,73.65,22.78,33.4,0.635,6,28.1,116,2.75
Chhattisgarh,Dacoity,2012,100,6.71,26.46,33066.0,5.0,89,868,73.65,22.78,33.4,0.635,6,28.1,116,2.75
Chhattisgarh,Dowry Deaths,2012,220,6.71,26.46,33066.0,5.0,89,868,73.65,22.78,33.4,0.635,6,28.1,116,2.75
Chhattisgarh,Kidnapping & Abduction,2012,2363,6.71,26.46,33066.0,5.0,89,868,73.65,22.78,33.4,0.635,6,28.1,116,2.75
Chhattisgarh,Murder,2012,1695,6.71,26.46,33066.0,5.0,89,868,73.65,22.78,33.4,0.635,6,28.1,116,2.75
Chhattisgarh,Rape,2012,1382,6.71,26.46,33066.0,5.0,89,868,73.65,22.78,33.4,0.635,6,28.1,116,2.75
Chhattisgarh,Riots,2012,206,6.71,26.46,33066.0,5.0,89,868,73.65,22.78,33.4,0.635,6,28.1,116,2.75
Chhattisgarh,Robbery,2012,437,6.71,26.46,33066.0,5.0,89,868,73.65,22.78,33.4,0.635,6,28.1,116,2.75
Chhattisgarh,Theft,2012,8908,6.71,26.46,33066.0,5.0,89,868,73.65,22.78,33.4,0.635,6,28.1,116,2.75
Chhattisgarh,Burglary,2013,5612,7.31,27.92,33138.0,4.81,88,876,73.73,23.76,36.8,0.638,7,33.2,126,2.94
Chhattisgarh,Dacoity,2013,0,7.31,27.92,33138.0,4.81,88,876,73.73,23.76,36.8,0.638,7,33.2,126,2.94
Chhattisgarh,Dowry Deaths,2013,844,7.31,27.92,33138.0,4.81,88,876,73.73,23.76,36.8,0.638,7,33.2,126,2.94
Chhattisgarh,Kidnapping & Abduction,2013,1455,7.31,27.92,33138.0,4.81,88,876,73.73,23.76,36.8,0.638,7,33.2,126,2.94
Chhattisgarh,Murder,2013,779,7.31,27.92,33138.0,4.81,88,876,73.73,23.76,36.8,0.638,7,33.2,126,2.94
Chhattisgarh,Rape,2013,1368,7.31,27.92,33138.0,4.81,88,876,73.73,23.76,36.8,0.638,7,33.2,126,2.94
Chhattisgarh,Riots,2013,176,7.31,27.92,33138.0,4.81,88,876,73.73,23.76,36.8,0.638,7,33.2,126,2.94
Chhattisgarh,Robbery,2013,478,7.31,27.92,33138.0,4.81,88,876,73.73,23.76,36.8,0.638,7,33.2,126,2.94
Chhattisgarh,Theft,2013,9292,7.31,27.92,33138.0,4.81,88,876,73.73,23.76,36.8,0.638,7,33.2,126,2.94
Chhattisgarh,Burglary,2014,3786,5.42,28.08,35521.0,6.35,92,867,73.86,26.74,37.2,0.654,8,31.3,120,3.11
Chhattisgarh,Dacoity,2014,24,5.42,28.08,35521.0,6.35,92,867,73.86,26.74,37.2,0.654,8,31.3,120,3.11
Chhattisgarh,Dowry Deaths,2014,245,5.42,28.08,35521.0,6.35,92,867,73.86,26.74,37.2,0.654,8,31.3,120,3.11
Chhattisgarh,Kidnapping & Abduction,2014,3798,5.42,28.08,35521.0,6.35,92,867,73.86,26.74,37.2,0.654,8,31.3,120,3.11
Chhattisgarh,Murder,2014,1086,5.42,28.08,35521.0,6.35,92,867,73.86,26.74,37.2,0.654,8,31.3,120,3.11
Chhattisgarh,Rape,2014,848,5.42,28.08,35521.0,6.35,92,867,73.86,26.74,37.2,0.654,8,31.3,120,3.11
Chhattisgarh,Riots,2014,488,5.42,28.08,35521.0,6.35,92,867,73.86,26.74,37.2,0.654,8,31.3,120,3.11
Chhattisgarh,Robbery,2014,291,5.42,28.08,35521.0,6.35,92,867,73.86,26.74,37.2,0.654,8,31.3,120,3.11
Chhattisgarh,Theft,2014,12417,5.42,28.08,35521.0,6.35,92,867,73.86,26.74,37.2,0.654,8,31.3,120,3.11
Chhattisgarh,Burglary,2015,682,6.07,24.98,35769.0,5.04,90,873,73.94,22.72,35.6,0.642,7,30.4,121,3.27
Chhattisgarh,Dacoity,2015,45,6.07,24.98,35769.0,5.04,90,873,73.94,22.72,35.6,0.642,7,30.4,121,3.27
Chhattisgarh,Dowry Deaths,2015,286,6.07,24.98,35769.0,5.04,90,873,73.94,22.72,35.6,0.642,7,30.4,121,3.27
Chhattisgarh,Kidnapping & Abduction,2015,660,6.07,24.98,35769.0,5.04,90,873,73.94,22.72,35.6,0.642,7,30.4,121,3.27
Chhattisgarh,Murder,2015,1792,6.07,24.98,35769.0,5.04,90,873,73.94,22.72,35.6,0.642,7,30.4,121,3.27
Chhattisgarh,Rape,2015,888,6.07,24.98,35769.0,5.04,90,873,73.94,22.72,35.6,0.642,7,30.4,121,3.27
Chhattisgarh,Riots,2015,323,6.07,24.98,35769.0,5.04,90,873,73.94,22.72,35.6,0.642,7,30.4,121,3.27
Chhattisgarh,Robbery,2015,679,6.07,24.98,35769.0,5.04,90,873,73.94,22.72,35.6,0.642,7,30.4,121,3.27
Chhattisgarh,Theft,2015,9352,6.07,24.98,35769.0,5.04,90,873,73.94,22.72,35.6,0.642,7,30.4,121,3.27
Chhattisgarh,Burglary,2016,2967,6.31,26.12,34338.0,4.25,93,870,74.06,25.7,39.0,0.648,6,28.5,128,3.26
Chhattisgarh,Dacoity,2016,50,6.31,26.12,34338.0,4.25,93,870,74.06,25.7,39.0,0.648,6,28.5,128,3.26
Chhattisgarh,Dowry Deaths,2016,312,6.31,26.12,34338.0,4.25,93,870,74.06,25.7,39.0,0.648,6,28.5,128,3.26
Chhattisgarh,Kidnapping & Abduction,2016,1516,6.31,26.12,34338.0,4.25,93,870,74.06,25.7,39.0,0.648,6,28.5,128,3.26
Chhattisgarh,Murder,2016,611,6.31,26.12,34338.0,4.25,93,870,74.06,25.7,39.0,0.648,6,28.5,128,3.26
Chhattisgarh,Rape,2016,1439,6.31,26.12,34338.0,4.25,93,870,74.06,25.7,39.0,0.648,6,28.5,128,3.26
Chhattisgarh,Riots,2016,442,6.31,26.12,34338.0,4.25,93,870,74.06,25.7,39.0,0.648,6,28.5,128,3.26
Chhattisgarh,Robbery,2016,636,6.31,26.12,34338.0,4.25,93,870,74.06,25.7,39.0,0.648,6,28.5,128,3.26
Chhattisgarh,Theft,2016,6327,6.31,26.12,34338.0,4.25,93,870,74.06,25.7,39.0,0.648,6,28.5,128,3.26
Chhattisgarh,Burglary,2017,2202,6.01,28.31,36376.0,5.97,88,867,74.17,27.68,37.4,0.671,9,34.6,118,3.43
Chhattisgarh,Dacoity,2017,117,6.01,28.31,36376.0,5.97,88,867,74.17,27.68,37.4,0.671,9,34.6,118,3.43
Chhattisgarh,Dowry Deaths,2017,393,6.01,28.31,36376.0,5.97,88,867,74.17,27.68,37.4,0.671,9,34.6,118,3.43
Chhattisgarh,Kidnapping & Abduction,2017,1089,6.01,28.31,36376.0,5.97,88,867,74.17,27.68,37.4,0.671,9,34.6,118,3.43
Chhattisgarh,Murder,2017,661,6.01,28.31,36376.0,5.97,88,867,74.17,27.68,37.4,0.671,9,34.6,118,3.43
Chhattisgarh,Rape,2017,1636,6.01,28.31,36376.0,5.97,88,867,74.17,27.68,37.4,0.671,9,34.6,118,3.43
Chhattisgarh,Riots,2017,298,6.01,28.31,36376.0,5.97,88,867,74.17,27.68,37.4,0.671,9,34.6,118,3.43
Chhattisgarh,Robbery,2017,569,6.01,28.31,36376.0,5.97,88,867,74.17,27.68,37.4,0.671,9,34.6,118,3.43
Chhattisgarh,Theft,2017,17284,6.01,28.31,36376.0,5.97,88,867,74.17,27.68,37.4,0.671,9,34.6,118,3.43
Chhattisgarh,Burglary,2018,3659,5.24,27.84,36476.0,6.39,89,877,74.22,22.66,38.8,0.668,6,31.7,125,3.47
Chhattisgarh,Dacoity,2018,73,5.24,27.84,36476.0,6.39,89,877,74.22,22.66,38.8,0.668,6,31.7,125,3.47
Chhattisgarh,Dowry Deaths,2018,213,5.24,27.84,36476.0,6.39,89,877,74.22,22.66,38.8,0.668,6,31.7,125,3.47
Chhattisgarh,Kidnapping & Abduction,2018,0,5.24,27.84,36476.0,6.39,89,877,74.22,22.66,38.8,0.668,6,31.7,125,3.47
Chhattisgarh,Murder,2018,869,5.24,27.84,36476.0,6.39,89,877,74.22,22.66,38.8,0.668,6,31.7,125,3.47
Chhattisgarh,Rape,2018,1257,5.24,27.84,36476.0,6.39,89,877,74.22,22.66,38.8,0.668,6,31.7,125,3.47
Chhattisgarh,Riots,2018,359,5.24,27.84,36476.0,6.39,89,877,74.22,22.66,38.8,0.668,6,31.7,125,3.47
Chhattisgarh,Robbery,2018,420,5.24,27.84,36476.0,6.39,89,877,74.22,22.66,38.8,0.668,6,31.7,125,3.47
Chhattisgarh,Theft,2018,13299,5.24,27.84,36476.0,6.39,89,877,74.22,22.66,38.8,0.668,6,31.7,125,3.47
Chhattisgarh,Burglary,2019,3592,6.5,25.61,35466.0,5.3,88,873,74.35,25.64,37.2,0.67,7,34.8,137,3.64
Chhattisgarh,Dacoity,2019,54,6.5,25.61,35466.0,5.3,88,873,74.35,25.64,37.2,0.67,7,34.8,137,3.64
Chhattisgarh,Dowry Deaths,2019,411,6.5,25.61,35466.0,5.3,88,873,74.35,25.64,37.2,0.67,7,34.8,137,3.64
Chhattisgarh,Kidnapping & Abduction,2019,1989,6.5,25.61,35466.0,5.3,88,873,74.35,25.64,37.2,0.67,7,34.8,137,3.64
Chhattisgarh,Murder,2019,702,6.5,25.61,35466.0,5.3,88,873,74.35,25.64,37.2,0.67,7,34.8,137,3.64
Chhattisgarh,Rape,2019,661,6.5,25.61,35466.0,5.3,88,873,74.35,25.64,37.2,0.67,7,34.8,137,3.64
Chhattisgarh,Riots,2019,407,6.5,25.61,35466.0,5.3,88,873,74.35,25.64,37.2,0.67,7,34.8,137,3.64
Chhattisgarh,Robbery,2019,240,6.5,25.61,35466.0,5.3,88,873,74.35,25.64,37.2,0.67,7,34.8,137,3.64
Chhattisgarh,Theft,2019,11552,6.5,25.61,35466.0,5.3,88,873,74.35,25.64,37.2,0.67,7,34.8,137,3.64
Chhattisgarh,Burglary,2020,2407,5.97,25.48,35618.0,6.66,93,867,74.47,26.62,36.6,0.688,7,31.9,138,3.38
Chhattisgarh,Dacoity,2020,65,5.97,25.48,35618.0,6.66,93,867,74.47,26.62,36.6,0.688,7,31.9,138,3.38
Chhattisgarh,Dowry Deaths,2020,583,5.97,25.48,35618.0,6.66,93,867,74.47,26.62,36.6,0.688,7,31.9,138,3.38
Chhattisgarh,Kidnapping & Abduction,2020,1628,5.97,25.48,35618.0,6.66,93,867,74.47,26.62,36.6,0.688,7,31.9,138,3.38
Chhattisgarh,Murder,2020,1282,5.97,25.48,35618.0,6.66,93,867,74.47,26.62,36.6,0.688,7,31.9,138,3.38
Chhattisgarh,Rape,2020,2042,5.97,25.48,35618.0,6.66,93,867,74.47,26.62,36.6,0.688,7,31.9,138,3.38
Chhattisgarh,Riots,2020,399,5.97,25.48,35618.0,6.66,93,867,74.47,26.62,36.6,0.688,7,31.9,138,3.38
Chhattisgarh,Robbery,2020,35,5.97,25.48,35618.0,6.66,93,867,74.47,26.62,36.6,0.688,7,31.9,138,3.38
Chhattisgarh,Theft,2020,15533,5.97,25.48,35618.0,6.66,93,867,74.47,26.62,36.6,0.688,7,31.9,138,3.38
Chhattisgarh,Burglary,2021,1978,7.71,29.15,36515.0,5.03,92,866,74.55,26.6,42.0,0.679,6,35.0,122,3.43
Chhattisgarh,Dacoity,2021,4,7.71,29.15,36515.0,5.03,92,866,74.55,26.6,42.0,0.679,6,35.0,122,3.43
Chhattisgarh,Dowry Deaths,2021,300,7.71,29.15,36515.0,5.03,92,866,74.55,26.6,42.0,0.679,6,35.0,122,3.43
Chhattisgarh,Kidnapping & Abduction,2021,1840,7.71,29.15,36515.0,5.03,92,866,74.55,26.6,42.0,0.679,6,35.0,122,3.43
Chhattisgarh,Murder,2021,963,7.71,29.15,36515.0,5.03,92,866,74.55,26.6,42.0,0.679,6,35.0,122,3.43
Chhattisgarh,Rape,2021,1211,7.71,29.15,36515.0,5.03,92,866,74.55,26.6,42.0,0.679,6,35.0,122,3.43
Chhattisgarh,Riots,2021,329,7.71,29.15,36515.0,5.03,92,866,74.55,26.6,42.0,0.679,6,35.0,122,3.43
Chhattisgarh,Robbery,2021,814,7.71,29.15,36515.0,5.03,92,866,74.55,26.6,42.0,0.679,6,35.0,122,3.43
Chhattisgarh,Theft,2021,14502,7.71,29.15,36515.0,5.03,92,866,74.55,26.6,42.0,0.679,6,35.0,122,3.43
Chhattisgarh,Burglary,2022,4323,6.68,29.01,36117.0,4.89,94,877,74.65,22.58,38.4,0.692,5,36.1,140,3.33
Chhattisgarh,Dacoity,2022,47,6.68,29.01,36117.0,4.89,94,877,74.65,22.58,38.4,0.692,5,36.1,140,3.33
Chhattisgarh,Dowry Deaths,2022,382,6.68,29.01,36117.0,4.89,94,877,74.65,22.58,38.4,0.692,5,36.1,140,3.33
Chhattisgarh,Kidnapping & Abduction,2022,455,6.68,29.01,36117.0,4.89,94,877,74.65,22.58,38.4,0.692,5,36.1,140,3.33
Chhattisgarh,Murder,2022,1072,6.68,29.01,36117.0,4.89,94,877,74.65,22.58,38.4,0.692,5,36.1,140,3.33
Chhattisgarh,Rape,2022,1138,6.68,29.01,36117.0,4.89,94,877,74.65,22.58,38.4,0.692,5,36.1,140,3.33
Chhattisgarh,Riots,2022,428,6.68,29.01,36117.0,4.89,94,877,74.65,22.58,38.4,0.692,5,36.1,140,3.33
Chhattisgarh,Robbery,2022,556,6.68,29.01,36117.0,4.89,94,877,74.65,22.58,38.4,0.692,5,36.1,140,3.33
Chhattisgarh,Theft,2022,6660,6.68,29.01,36117.0,4.89,94,877,74.65,22.58,38.4,0.692,5,36.1,140,3.33
Dadra & Nagar Haveli and Daman & Diu,Burglary,2001,106,7.48,26.98,6343.0,3.96,10,915,63.63,22.0,36.0,0.573,9,28.0,82,1.75
Dadra & Nagar Haveli and Daman & Diu,Dacoity,2001,0,7.48,26.98,6343.0,3.96,10,915,63.63,22.0,36.0,0.573,9,28.0,82,1.75
Dadra & Nagar Haveli and Daman & Diu,Dowry Deaths,2001,10,7.48,26.98,6343.0,3.96,10,915,63.63,22.0,36.0,0.573,9,28.0,82,1.75
Dadra & Nagar Haveli and Daman & Diu,Kidnapping & Abduction,2001,71,7.48,26.98,6343.0,3.96,10,915,63.63,22.0,36.0,0.573,9,28.0,82,1.75
Dadra & Nagar Haveli and Daman & Diu,Murder,2001,0,7.48,26.98,6343.0,3.96,10,915,63.63,22.0,36.0,0.573,9,28.0,82,1.75
Dadra & Nagar Haveli and Daman & Diu,Rape,2001,0,7.48,26.98,6343.0,3.96,10,915,63.63,22.0,36.0,0.573,9,28.0,82,1.75
Dadra & Nagar Haveli and Daman & Diu,Riots,2001,19,7.48,26.98,6343.0,3.96,10,915,63.63,22.0,36.0,0.573,9,28.0,82,1.75
Dadra & Nagar Haveli and Daman & Diu,Robbery,2001,1,7.48,26.98,6343.0,3.96,10,915,63.63,22.0,36.0,0.573,9,28.0,82,1.75
Dadra & Nagar Haveli and Daman & Diu,Theft,2001,416,7.48,26.98,6343.0,3.96,10,915,63.63,22.0,36.0,0.573,9,28.0,82,1.75
Dadra & Nagar Haveli and Daman & Diu,Burglary,2002,60,6.52,26.25,6790.0,5.41,10,919,63.69,21.98,36.4,0.584,9,26.1,82,2.05
Dadra & Nagar Haveli and Daman & Diu,Dacoity,2002,9,6.52,26.25,6790.0,5.41,10,919,63.69,21.98,36.4,0.584,9,26.1,82,2.05
Dadra & Nagar Haveli and Daman & Diu,Dowry Deaths,2002,0,6.52,26.25,6790.0,5.41,10,919,63.69,21.98,36.4,0.584,9,26.1,82,2.05
Dadra & Nagar Haveli and Daman & Diu,Kidnapping & Abduction,2002,111,6.52,26.25,6790.0,5.41,10,919,63.69,21.98,36.4,0.584,9,26.1,82,2.05
Dadra & Nagar Haveli and Daman & Diu,Murder,2002,0,6.52,26.25,6790.0,5.41,10,919,63.69,21.98,36.4,0.584,9,26.1,82,2.05
Dadra & Nagar Haveli and Daman & Diu,Rape,2002,0,6.52,26.25,6790.0,5.41,10,919,63.69,21.98,36.4,0.584,9,26.1,82,2.05
Dadra & Nagar Haveli and Daman & Diu,Riots,2002,0,6.52,26.25,6790.0,5.41,10,919,63.69,21.98,36.4,0.584,9,26.1,82,2.05
Dadra & Nagar Haveli and Daman & Diu,Robbery,2002,9,6.52,26.25,6790.0,5.41,10,919,63.69,21.98,36.4,0.584,9,26.1,82,2.05
Dadra & Nagar Haveli and Daman & Diu,Theft,2002,431,6.52,26.25,6790.0,5.41,10,919,63.69,21.98,36.4,0.584,9,26.1,82,2.05
Dadra & Nagar Haveli and Daman & Diu,Burglary,2003,82,7.83,26.42,6930.0,4.33,10,921,63.78,18.96,34.8,0.585,5,24.2,94,2.21
Dadra & Nagar Haveli and Daman & Diu,Dacoity,2003,10,7.83,26.42,6930.0,4.33,10,921,63.78,18.96,34.8,0.585,5,24.2,94,2.21
Dadra & Nagar Haveli and Daman & Diu,Dowry Deaths,2003,10,7.83,26.42,6930.0,4.33,10,921,63.78,18.96,34.8,0.585,5,24.2,94,2.21
Dadra & Nagar Haveli and Daman & Diu,Kidnapping & Abduction,2003,127,7.83,26.42,6930.0,4.33,10,921,63.78,18.96,34.8,0.585,5,24.2,94,2.21
