State,Crime_Type,Year,Cases
Dadra & Nagar Haveli and Daman & Diu,Robbery,2015,1
Dadra & Nagar Haveli and Daman & Diu,Theft,2015,342
Dadra & Nagar Haveli and Daman & Diu,Burglary,2016,50
Dadra & Nagar Haveli and Daman & Diu,Dacoity,2016,0
Dadra & Nagar Haveli and Daman & Diu,Dowry Deaths,2016,0
Dadra & Nagar Haveli and Daman & Diu,Kidnapping & Abduction,2016,49
Dadra & Nagar Haveli and Daman & Diu,Murder,2016,13
Dadra & Nagar Haveli and Daman & Diu,Rape,2016,23
Dadra & Nagar Haveli and Daman & Diu,Riots,2016,28
Dadra & Nagar Haveli and Daman & Diu,Robbery,2016,23
Dadra & Nagar Haveli and Daman & Diu,Theft,2016,245
Dadra & Nagar Haveli and Daman & Diu,Burglary,2017,96
Dadra & Nagar Haveli and Daman & Diu,Dacoity,2017,0
Dadra & Nagar Haveli and Daman & Diu,Dowry Deaths,2017,28
Dadra & Nagar Haveli and Daman & Diu,Kidnapping & Abduction,2017,7
Dadra & Nagar Haveli and Daman & Diu,Murder,2017,0
Dadra & Nagar Haveli and Daman & Diu,Rape,2017,10
Dadra & Nagar Haveli and Daman & Diu,Riots,2017,0
Dadra & Nagar Haveli and Daman & Diu,Robbery,2017,0
Dadra & Nagar Haveli and Daman & Diu,Theft,2017,372
Dadra & Nagar Haveli and Daman & Diu,Burglary,2018,25
Dadra & Nagar Haveli and Daman & Diu,Dacoity,2018,9
Dadra & Nagar Haveli and Daman & Diu,Dowry Deaths,2018,7
Dadra & Nagar Haveli and Daman & Diu,Kidnapping & Abduction,2018,104
Dadra & Nagar Haveli and Daman & Diu,Murder,2018,12
Dadra & Nagar Haveli and Daman & Diu,Rape,2018,5
Dadra & Nagar Haveli and Daman & Diu,Riots,2018,0
Dadra & Nagar Haveli and Daman & Diu,Robbery,2018,0
Dadra & Nagar Haveli and Daman & Diu,Theft,2018,503
Dadra & Nagar Haveli and Daman & Diu,Burglary,2019,63
Dadra & Nagar Haveli and Daman & Diu,Dacoity,2019,0
Dadra & Nagar Haveli and Daman & Diu,Dowry Deaths,2019,0
Dadra & Nagar Haveli and Daman & Diu,Kidnapping & Abduction,2019,0
Dadra & Nagar Haveli and Daman & Diu,Murder,2019,18
Dadra & Nagar Haveli and Daman & Diu,Rape,2019,3
Dadra & Nagar Haveli and Daman & Diu,Riots,2019,0
Dadra & Nagar Haveli and Daman & Diu,Robbery,2019,0
Dadra & Nagar Haveli and Daman & Diu,Theft,2019,507
Dadra & Nagar Haveli and Daman & Diu,Burglary,2020,71
Dadra & Nagar Haveli and Daman & Diu,Dacoity,2020,0
Dadra & Nagar Haveli and Daman & Diu,Dowry Deaths,2020,0
Dadra & Nagar Haveli and Daman & Diu,Kidnapping & Abduction,2020,33
Dadra & Nagar Haveli and Daman & Diu,Murder,2020,20
Dadra & Nagar Haveli and Daman & Diu,Rape,2020,0
Dadra & Nagar Haveli and Daman & Diu,Riots,2020,0
Dadra & Nagar Haveli and Daman & Diu,Robbery,2020,9
Dadra & Nagar Haveli and Daman & Diu,Theft,2020,445
Dadra & Nagar Haveli and Daman & Diu,Burglary,2021,33
Dadra & Nagar Haveli and Daman & Diu,Dacoity,2021,12
Dadra & Nagar Haveli and Daman & Diu,Dowry Deaths,2021,2
Dadra & Nagar Haveli and Daman & Diu,Kidnapping & Abduction,2021,46
Dadra & Nagar Haveli and Daman & Diu,Murder,2021,17
Dadra & Nagar Haveli and Daman & Diu,Rape,2021,17
Dadra & Nagar Haveli and Daman & Diu,Riots,2021,7
Dadra & Nagar Haveli and Daman & Diu,Robbery,2021,10
Dadra & Nagar Haveli and Daman & Diu,Theft,2021,23
Dadra & Nagar Haveli and Daman & Diu,Burglary,2022,58
Dadra & Nagar Haveli and Daman & Diu,Dacoity,2022,4
Dadra & Nagar Haveli and Daman & Diu,Dowry Deaths,2022,0
Dadra & Nagar Haveli and Daman & Diu,Kidnapping & Abduction,2022,10
Dadra & Nagar Haveli and Daman & Diu,Murder,2022,0
Dadra & Nagar Haveli and Daman & Diu,Rape,2022,27
Dadra & Nagar Haveli and Daman & Diu,Riots,2022,2
Dadra & Nagar Haveli and Daman & Diu,Robbery,2022,0
Dadra & Nagar Haveli and Daman & Diu,Theft,2022,286
Delhi,Burglary,2001,4370
Delhi,Dacoity,2001,0
Delhi,Dowry Deaths,2001,144
Delhi,Kidnapping & Abduction,2001,3123
Delhi,Murder,2001,492
Delhi,Rape,2001,894
Delhi,Riots,2001,337
Delhi,Robbery,2001,525
Delhi,Theft,2001,6497
Delhi,Burglary,2002,1950
Delhi,Dacoity,2002,18
Delhi,Dowry Deaths,2002,256
Delhi,Kidnapping & Abduction,2002,2629
Delhi,Murder,2002,604
Delhi,Rape,2002,1004
Delhi,Riots,2002,219
Delhi,Robbery,2002,1104
Delhi,Theft,2002,13553
Delhi,Burglary,2003,6618
Delhi,Dacoity,2003,0
Delhi,Dowry Deaths,2003,175
Delhi,Kidnapping & Abduction,2003,1537
Delhi,Murder,2003,356
Delhi,Rape,2003,1664
Delhi,Riots,2003,339
Delhi,Robbery,2003,762
Delhi,Theft,2003,28044
Delhi,Burglary,2004,2700
Delhi,Dacoity,2004,33
Delhi,Dowry Deaths,2004,171
Delhi,Kidnapping & Abduction,2004,3680
Delhi,Murder,2004,581
Delhi,Rape,2004,845
Delhi,Riots,2004,0
Delhi,Robbery,2004,845
Delhi,Theft,2004,13469
Delhi,Burglary,2005,2072
Delhi,Dacoity,2005,4
Delhi,Dowry Deaths,2005,299
Delhi,Kidnapping & Abduction,2005,4600
Delhi,Murder,2005,351
Delhi,Rape,2005,1325
Delhi,Riots,2005,167
Delhi,Robbery,2005,1207
Delhi,Theft,2005,17051
Delhi,Burglary,2006,4486
Delhi,Dacoity,2006,23
Delhi,Dowry Deaths,2006,37
Delhi,Kidnapping & Abduction,2006,2696
Delhi,Murder,2006,497
Delhi,Rape,2006,1028
Delhi,Riots,2006,387
Delhi,Robbery,2006,203
Delhi,Theft,2006,16754
Delhi,Burglary,2007,6907
Delhi,Dacoity,2007,9
Delhi,Dowry Deaths,2007,223
Delhi,Kidnapping & Abduction,2007,3778
Delhi,Murder,2007,462
Delhi,Rape,2007,1105
Delhi,Riots,2007,146
Delhi,Robbery,2007,435
Delhi,Theft,2007,15255
Delhi,Burglary,2008,6740
Delhi,Dacoity,2008,21
Delhi,Dowry Deaths,2008,196
Delhi,Kidnapping & Abduction,2008,2765
Delhi,Murder,2008,417
Delhi,Rape,2008,1114
Delhi,Riots,2008,444
Delhi,Robbery,2008,1455
Delhi,Theft,2008,10167
Delhi,Burglary,2009,5244
Delhi,Dacoity,2009,0
Delhi,Dowry Deaths,2009,133
Delhi,Kidnapping & Abduction,2009,3291
Delhi,Murder,2009,370
Delhi,Rape,2009,1769
Delhi,Riots,2009,176
Delhi,Robbery,2009,317
Delhi,Theft,2009,16197
Delhi,Burglary,2010,4303
Delhi,Dacoity,2010,0
Delhi,Dowry Deaths,2010,267
Delhi,Kidnapping & Abduction,2010,4479
Delhi,Murder,2010,448
Delhi,Rape,2010,813
Delhi,Riots,2010,306
Delhi,Robbery,2010,696
Delhi,Theft,2010,14654
Delhi,Burglary,2011,2875
Delhi,Dacoity,2011,28
Delhi,Dowry Deaths,2011,474
Delhi,Kidnapping & Abduction,2011,3541
Delhi,Murder,2011,426
Delhi,Rape,2011,1137
Delhi,Riots,2011,397
Delhi,Robbery,2011,697
Delhi,Theft,2011,25577
Delhi,Burglary,2012,10748
Delhi,Dacoity,2012,0
Delhi,Dowry Deaths,2012,154
Delhi,Kidnapping & Abduction,2012,1814
Delhi,Murder,2012,223
Delhi,Rape,2012,846
Delhi,Riots,2012,439
Delhi,Robbery,2012,849
Delhi,Theft,2012,10286
Delhi,Burglary,2013,2931
Delhi,Dacoity,2013,19
Delhi,Dowry Deaths,2013,65
Delhi,Kidnapping & Abduction,2013,2282
Delhi,Murder,2013,198
Delhi,Rape,2013,1344
Delhi,Riots,2013,454
Delhi,Robbery,2013,875
Delhi,Theft,2013,20798
Delhi,Burglary,2014,3116
Delhi,Dacoity,2014,0
Delhi,Dowry Deaths,2014,108
Delhi,Kidnapping & Abduction,2014,4638
Delhi,Murder,2014,475
Delhi,Rape,2014,1122
Delhi,Riots,2014,420
Delhi,Robbery,2014,661
Delhi,Theft,2014,23403
Delhi,Burglary,2015,6236
Delhi,Dacoity,2015,9
Delhi,Dowry Deaths,2015,156
Delhi,Kidnapping & Abduction,2015,3356
Delhi,Murder,2015,551
Delhi,Rape,2015,681
Delhi,Riots,2015,319
Delhi,Robbery,2015,523
Delhi,Theft,2015,16094
Delhi,Burglary,2016,5826
Delhi,Dacoity,2016,0
Delhi,Dowry Deaths,2016,89
Delhi,Kidnapping & Abduction,2016,2735
Delhi,Murder,2016,409
Delhi,Rape,2016,889
Delhi,Riots,2016,304
Delhi,Robbery,2016,1072
Delhi,Theft,2016,23390
Delhi,Burglary,2017,4143
Delhi,Dacoity,2017,21
Delhi,Dowry Deaths,2017,131
Delhi,Kidnapping & Abduction,2017,1822
Delhi,Murder,2017,285
Delhi,Rape,2017,2030
Delhi,Riots,2017,476
Delhi,Robbery,2017,884
Delhi,Theft,2017,17313
Delhi,Burglary,2018,3644
Delhi,Dacoity,2018,0
Delhi,Dowry Deaths,2018,295
Delhi,Kidnapping & Abduction,2018,907
Delhi,Murder,2018,688
Delhi,Rape,2018,1354
Delhi,Riots,2018,229
Delhi,Robbery,2018,1003
Delhi,Theft,2018,15048
Delhi,Burglary,2019,3738
Delhi,Dacoity,2019,12
Delhi,Dowry Deaths,2019,148
Delhi,Kidnapping & Abduction,2019,3155
Delhi,Murder,2019,96
Delhi,Rape,2019,304
Delhi,Riots,2019,509
Delhi,Robbery,2019,538
Delhi,Theft,2019,16964
Delhi,Burglary,2020,5664
Delhi,Dacoity,2020,36
Delhi,Dowry Deaths,2020,213
Delhi,Kidnapping & Abduction,2020,9263
Delhi,Murder,2020,699
Delhi,Rape,2020,1382
Delhi,Riots,2020,367
Delhi,Robbery,2020,1173
Delhi,Theft,2020,28692
Delhi,Burglary,2021,4262
Delhi,Dacoity,2021,17
Delhi,Dowry Deaths,2021,480
Delhi,Kidnapping & Abduction,2021,3550
Delhi,Murder,2021,138
Delhi,Rape,2021,1299
Delhi,Riots,2021,434
Delhi,Robbery,2021,1314
Delhi,Theft,2021,17056
Delhi,Burglary,2022,3191
Delhi,Dacoity,2022,18
Delhi,Dowry Deaths,2022,204
Delhi,Kidnapping & Abduction,2022,2385
Delhi,Murder,2022,397
Delhi,Rape,2022,754
Delhi,Riots,2022,300
Delhi,Robbery,2022,720
Delhi,Theft,2022,11931
Goa,Burglary,2001,353
Goa,Dacoity,2001,1
Goa,Dowry Deaths,2001,7
Goa,Kidnapping & Abduction,2001,85
Goa,Murder,2001,16
Goa,Rape,2001,77
Goa,Riots,2001,46
Goa,Robbery,2001,10
Goa,Theft,2001,1899
Goa,Burglary,2002,402
Goa,Dacoity,2002,3
Goa,Dowry Deaths,2002,12
Goa,Kidnapping & Abduction,2002,116
Goa,Murder,2002,27
Goa,Rape,2002,100
Goa,Riots,2002,12
Goa,Robbery,2002,183
Goa,Theft,2002,2459
Goa,Burglary,2003,981
Goa,Dacoity,2003,0
Goa,Dowry Deaths,2003,0
Goa,Kidnapping & Abduction,2003,266
Goa,Murder,2003,24
Goa,Rape,2003,85
Goa,Riots,2003,34
Goa,Robbery,2003,55
Goa,Theft,2003,442
Goa,Burglary,2004,251
Goa,Dacoity,2004,0
Goa,Dowry Deaths,2004,0
Goa,Kidnapping & Abduction,2004,222
Goa,Murder,2004,42
Goa,Rape,2004,20
Goa,Riots,2004,41
Goa,Robbery,2004,5
Goa,Theft,2004,1665
Goa,Burglary,2005,310
Goa,Dacoity,2005,15
Goa,Dowry Deaths,2005,11
Goa,Kidnapping & Abduction,2005,160
Goa,Murder,2005,40
Goa,Rape,2005,44
Goa,Riots,2005,17
Goa,Robbery,2005,39
Goa,Theft,2005,1212
Goa,Burglary,2006,319
Goa,Dacoity,2006,0
Goa,Dowry Deaths,2006,6
Goa,Kidnapping & Abduction,2006,125
Goa,Murder,2006,35
Goa,Rape,2006,65
Goa,Riots,2006,51
Goa,Robbery,2006,25
Goa,Theft,2006,346
Goa,Burglary,2007,286
Goa,Dacoity,2007,3
Goa,Dowry Deaths,2007,0
Goa,Kidnapping & Abduction,2007,167
Goa,Murder,2007,0
Goa,Rape,2007,94
Goa,Riots,2007,33
Goa,Robbery,2007,59
Goa,Theft,2007,904
Goa,Burglary,2008,327
Goa,Dacoity,2008,0
Goa,Dowry Deaths,2008,10
Goa,Kidnapping & Abduction,2008,229
Goa,Murder,2008,34
Goa,Rape,2008,71
Goa,Riots,2008,27
Goa,Robbery,2008,15
Goa,Theft,2008,1316
Goa,Burglary,2009,259
Goa,Dacoity,2009,3
Goa,Dowry Deaths,2009,0
Goa,Kidnapping & Abduction,2009,108
Goa,Murder,2009,63
Goa,Rape,2009,93
Goa,Riots,2009,21
Goa,Robbery,2009,74
Goa,Theft,2009,1919
Goa,Burglary,2010,343
Goa,Dacoity,2010,18
Goa,Dowry Deaths,2010,5
Goa,Kidnapping & Abduction,2010,173
Goa,Murder,2010,38
Goa,Rape,2010,71
Goa,Riots,2010,30
Goa,Robbery,2010,50
Goa,Theft,2010,2569
Goa,Burglary,2011,444
Goa,Dacoity,2011,8
Goa,Dowry Deaths,2011,13
Goa,Kidnapping & Abduction,2011,130
Goa,Murder,2011,4
Goa,Rape,2011,40
Goa,Riots,2011,2
Goa,Robbery,2011,38
Goa,Theft,2011,1698
Goa,Burglary,2012,461
Goa,Dacoity,2012,0
Goa,Dowry Deaths,2012,0
Goa,Kidnapping & Abduction,2012,201
Goa,Murder,2012,43
Goa,Rape,2012,26
Goa,Riots,2012,15
Goa,Robbery,2012,25
Goa,Theft,2012,2365
Goa,Burglary,2013,248
Goa,Dacoity,2013,0
Goa,Dowry Deaths,2013,21
Goa,Kidnapping & Abduction,2013,131
Goa,Murder,2013,0
Goa,Rape,2013,80
Goa,Riots,2013,38
Goa,Robbery,2013,71
Goa,Theft,2013,1094
Goa,Burglary,2014,277
Goa,Dacoity,2014,0
Goa,Dowry Deaths,2014,19
Goa,Kidnapping & Abduction,2014,107
Goa,Murder,2014,30
Goa,Rape,2014,22
Goa,Riots,2014,30
Goa,Robbery,2014,43
Goa,Theft,2014,322
Goa,Burglary,2015,624
Goa,Dacoity,2015,0
Goa,Dowry Deaths,2015,25
Goa,Kidnapping & Abduction,2015,44
Goa,Murder,2015,0
Goa,Rape,2015,48
Goa,Riots,2015,0
Goa,Robbery,2015,0
Goa,Theft,2015,2437
Goa,Burglary,2016,426
Goa,Dacoity,2016,7
Goa,Dowry Deaths,2016,13
Goa,Kidnapping & Abduction,2016,260
Goa,Murder,2016,6
Goa,Rape,2016,64
Goa,Riots,2016,16
Goa,Robbery,2016,0
Goa,Theft,2016,2340
Goa,Burglary,2017,156
Goa,Dacoity,2017,22
Goa,Dowry Deaths,2017,0
Goa,Kidnapping & Abduction,2017,230
Goa,Murder,2017,32
Goa,Rape,2017,11
Goa,Riots,2017,16
Goa,Robbery,2017,11
Goa,Theft,2017,1765
Goa,Burglary,2018,271
Goa,Dacoity,2018,0
Goa,Dowry Deaths,2018,29
Goa,Kidnapping & Abduction,2018,165
Goa,Murder,2018,32
Goa,Rape,2018,11
Goa,Riots,2018,50
Goa,Robbery,2018,43
Goa,Theft,2018,1690
Goa,Burglary,2019,379
Goa,Dacoity,2019,0
Goa,Dowry Deaths,2019,14
Goa,Kidnapping & Abduction,2019,105
Goa,Murder,2019,32
Goa,Rape,2019,0
Goa,Riots,2019,25
Goa,Robbery,2019,27
Goa,Theft,2019,1642
Goa,Burglary,2020,462
Goa,Dacoity,2020,0
Goa,Dowry Deaths,2020,0
Goa,Kidnapping & Abduction,2020,134
Goa,Murder,2020,35
Goa,Rape,2020,59
Goa,Riots,2020,30
Goa,Robbery,2020,57
Goa,Theft,2020,2415
Goa,Burglary,2021,250
Goa,Dacoity,2021,25
Goa,Dowry Deaths,2021,10
Goa,Kidnapping & Abduction,2021,208
Goa,Murder,2021,53
Goa,Rape,2021,57
Goa,Riots,2021,20
Goa,Robbery,2021,11
Goa,Theft,2021,2384
Goa,Burglary,2022,80
Goa,Dacoity,2022,0
Goa,Dowry Deaths,2022,16
Goa,Kidnapping & Abduction,2022,169
Goa,Murder,2022,19
Goa,Rape,2022,153
Goa,Riots,2022,6
Goa,Robbery,2022,41
Goa,Theft,2022,762
Gujarat,Burglary,2001,22360
Gujarat,Dacoity,2001,42
Gujarat,Dowry Deaths,2001,650
Gujarat,Kidnapping & Abduction,2001,5995
Gujarat,Murder,2001,298
Gujarat,Rape,2001,353
Gujarat,Riots,2001,285
Gujarat,Robbery,2001,612
Gujarat,Theft,2001,11573
Gujarat,Burglary,2002,2347
Gujarat,Dacoity,2002,44
Gujarat,Dowry Deaths,2002,194
Gujarat,Kidnapping & Abduction,2002,2676
Gujarat,Murder,2002,1400
Gujarat,Rape,2002,1223
Gujarat,Riots,2002,672
Gujarat,Robbery,2002,150
Gujarat,Theft,2002,15863
Gujarat,Burglary,2003,6125
Gujarat,Dacoity,2003,36
Gujarat,Dowry Deaths,2003,528
Gujarat,Kidnapping & Abduction,2003,1462
Gujarat,Murder,2003,552
Gujarat,Rape,2003,1146
Gujarat,Riots,2003,351
Gujarat,Robbery,2003,652
Gujarat,Theft,2003,17800
Gujarat,Burglary,2004,6530
Gujarat,Dacoity,2004,64
Gujarat,Dowry Deaths,2004,1066
Gujarat,Kidnapping & Abduction,2004,2326
Gujarat,Murder,2004,569
Gujarat,Rape,2004,941
Gujarat,Riots,2004,334
Gujarat,Robbery,2004,725
Gujarat,Theft,2004,45691
Gujarat,Burglary,2005,3985
Gujarat,Dacoity,2005,22
Gujarat,Dowry Deaths,2005,160
Gujarat,Kidnapping & Abduction,2005,3747
Gujarat,Murder,2005,197
Gujarat,Rape,2005,518
Gujarat,Riots,2005,454
Gujarat,Robbery,2005,456
Gujarat,Theft,2005,0
Gujarat,Burglary,2006,2633
Gujarat,Dacoity,2006,44
Gujarat,Dowry Deaths,2006,877
Gujarat,Kidnapping & Abduction,2006,3549
Gujarat,Murder,2006,892
Gujarat,Rape,2006,595
Gujarat,Riots,2006,419
Gujarat,Robbery,2006,1544
Gujarat,Theft,2006,27827
Gujarat,Burglary,2007,8158
Gujarat,Dacoity,2007,59
Gujarat,Dowry Deaths,2007,1034
Gujarat,Kidnapping & Abduction,2007,4121
Gujarat,Murder,2007,1096
Gujarat,Rape,2007,1111
Gujarat,Riots,2007,671
Gujarat,Robbery,2007,941
Gujarat,Theft,2007,26504
Gujarat,Burglary,2008,2772
Gujarat,Dacoity,2008,44
Gujarat,Dowry Deaths,2008,1100
Gujarat,Kidnapping & Abduction,2008,4815
Gujarat,Murder,2008,1061
Gujarat,Rape,2008,266
Gujarat,Riots,2008,602
Gujarat,Robbery,2008,423
Gujarat,Theft,2008,22391
Gujarat,Burglary,2009,2924
Gujarat,Dacoity,2009,12
Gujarat,Dowry Deaths,2009,386
Gujarat,Kidnapping & Abduction,2009,595
Gujarat,Murder,2009,923
Gujarat,Rape,2009,744
Gujarat,Riots,2009,363
Gujarat,Robbery,2009,1805
Gujarat,Theft,2009,15588
Gujarat,Burglary,2010,6009
Gujarat,Dacoity,2010,12
Gujarat,Dowry Deaths,2010,338
Gujarat,Kidnapping & Abduction,2010,1854
Gujarat,Murder,2010,1009
Gujarat,Rape,2010,928
Gujarat,Riots,2010,380
Gujarat,Robbery,2010,702
Gujarat,Theft,2010,14068
Gujarat,Burglary,2011,4208
Gujarat,Dacoity,2011,12
Gujarat,Dowry Deaths,2011,218
Gujarat,Kidnapping & Abduction,2011,2141
Gujarat,Murder,2011,990
Gujarat,Rape,2011,1188
Gujarat,Riots,2011,820
Gujarat,Robbery,2011,544
Gujarat,Theft,2011,5502
Gujarat,Burglary,2012,2684
Gujarat,Dacoity,2012,30
Gujarat,Dowry Deaths,2012,748
Gujarat,Kidnapping & Abduction,2012,731
Gujarat,Murder,2012,345
Gujarat,Rape,2012,1362
Gujarat,Riots,2012,528
Gujarat,Robbery,2012,748
Gujarat,Theft,2012,54850
Gujarat,Burglary,2013,5426
Gujarat,Dacoity,2013,48
Gujarat,Dowry Deaths,2013,440
Gujarat,Kidnapping & Abduction,2013,2763
Gujarat,Murder,2013,278
Gujarat,Rape,2013,1589
Gujarat,Riots,2013,0
Gujarat,Robbery,2013,934
Gujarat,Theft,2013,14145
Gujarat,Burglary,2014,1124
Gujarat,Dacoity,2014,106
Gujarat,Dowry Deaths,2014,0
Gujarat,Kidnapping & Abduction,2014,1500
Gujarat,Murder,2014,275
Gujarat,Rape,2014,1261
Gujarat,Riots,2014,560
Gujarat,Robbery,2014,873
Gujarat,Theft,2014,8946
Gujarat,Burglary,2015,3072
Gujarat,Dacoity,2015,28
Gujarat,Dowry Deaths,2015,308
Gujarat,Kidnapping & Abduction,2015,542
Gujarat,Murder,2015,687
Gujarat,Rape,2015,1101
Gujarat,Riots,2015,178
Gujarat,Robbery,2015,993
Gujarat,Theft,2015,28074
Gujarat,Burglary,2016,1266
Gujarat,Dacoity,2016,68
Gujarat,Dowry Deaths,2016,507
Gujarat,Kidnapping & Abduction,2016,2775
Gujarat,Murder,2016,237
Gujarat,Rape,2016,1584
Gujarat,Riots,2016,416
Gujarat,Robbery,2016,1776
Gujarat,Theft,2016,6423
Gujarat,Burglary,2017,5660
Gujarat,Dacoity,2017,166
Gujarat,Dowry Deaths,2017,610
Gujarat,Kidnapping & Abduction,2017,4164
Gujarat,Murder,2017,317
Gujarat,Rape,2017,465
Gujarat,Riots,2017,632
Gujarat,Robbery,2017,1154
Gujarat,Theft,2017,26050
Gujarat,Burglary,2018,16898
Gujarat,Dacoity,2018,73
Gujarat,Dowry Deaths,2018,356
Gujarat,Kidnapping & Abduction,2018,0
Gujarat,Murder,2018,728
Gujarat,Rape,2018,1592
Gujarat,Riots,2018,97
Gujarat,Robbery,2018,1812
Gujarat,Theft,2018,1885
Gujarat,Burglary,2019,8225
Gujarat,Dacoity,2019,91
Gujarat,Dowry Deaths,2019,670
Gujarat,Kidnapping & Abduction,2019,2129
Gujarat,Murder,2019,357
Gujarat,Rape,2019,447
Gujarat,Riots,2019,157
Gujarat,Robbery,2019,654
Gujarat,Theft,2019,25335
Gujarat,Burglary,2020,7981
Gujarat,Dacoity,2020,0
Gujarat,Dowry Deaths,2020,303
Gujarat,Kidnapping & Abduction,2020,2105
Gujarat,Murder,2020,656
Gujarat,Rape,2020,1387
Gujarat,Riots,2020,556
Gujarat,Robbery,2020,1807
Gujarat,Theft,2020,9589
Gujarat,Burglary,2021,5217
Gujarat,Dacoity,2021,59
Gujarat,Dowry Deaths,2021,772
Gujarat,Kidnapping & Abduction,2021,6023
Gujarat,Murder,2021,1840
Gujarat,Rape,2021,728
Gujarat,Riots,2021,538
Gujarat,Robbery,2021,404
Gujarat,Theft,2021,20685
Gujarat,Burglary,2022,9189
Gujarat,Dacoity,2022,108
Gujarat,Dowry Deaths,2022,309
Gujarat,Kidnapping & Abduction,2022,4636
Gujarat,Murder,2022,605
Gujarat,Rape,2022,774
Gujarat,Riots,2022,766
Gujarat,Robbery,2022,954
Gujarat,Theft,2022,25689
Haryana,Burglary,2001,6669
Haryana,Dacoity,2001,17
Haryana,Dowry Deaths,2001,459
Haryana,Kidnapping & Abduction,2001,4232
Haryana,Murder,2001,1077
Haryana,Rape,2001,1309
Haryana,Riots,2001,180
Haryana,Robbery,2001,325
Haryana,Theft,2001,14245
Haryana,Burglary,2002,1619
Haryana,Dacoity,2002,14
Haryana,Dowry Deaths,2002,466
Haryana,Kidnapping & Abduction,2002,1626
Haryana,Murder,2002,538
Haryana,Rape,2002,728
Haryana,Riots,2002,194
Haryana,Robbery,2002,437
Haryana,Theft,2002,10526
Haryana,Burglary,2003,1814
Haryana,Dacoity,2003,11
Haryana,Dowry Deaths,2003,427
Haryana,Kidnapping & Abduction,2003,3971
Haryana,Murder,2003,552
Haryana,Rape,2003,798
Haryana,Riots,2003,364
Haryana,Robbery,2003,750
Haryana,Theft,2003,14077
Haryana,Burglary,2004,3907
Haryana,Dacoity,2004,37
Haryana,Dowry Deaths,2004,461
Haryana,Kidnapping & Abduction,2004,978
Haryana,Murder,2004,1223
Haryana,Rape,2004,1930
Haryana,Riots,2004,480
Haryana,Robbery,2004,534
Haryana,Theft,2004,9819
Haryana,Burglary,2005,2426
Haryana,Dacoity,2005,0
Haryana,Dowry Deaths,2005,296
Haryana,Kidnapping & Abduction,2005,3208
Haryana,Murder,2005,564
Haryana,Rape,2005,1053
Haryana,Riots,2005,405
Haryana,Robbery,2005,1011
Haryana,Theft,2005,12310
Haryana,Burglary,2006,2259
Haryana,Dacoity,2006,0
Haryana,Dowry Deaths,2006,507
Haryana,Kidnapping & Abduction,2006,1557
Haryana,Murder,2006,720
Haryana,Rape,2006,621
Haryana,Riots,2006,459
Haryana,Robbery,2006,2018
Haryana,Theft,2006,12710
Haryana,Burglary,2007,3513
Haryana,Dacoity,2007,24
Haryana,Dowry Deaths,2007,392
Haryana,Kidnapping & Abduction,2007,2956
Haryana,Murder,2007,302
Haryana,Rape,2007,694
Haryana,Riots,2007,464
Haryana,Robbery,2007,871
Haryana,Theft,2007,6295
Haryana,Burglary,2008,3317
Haryana,Dacoity,2008,42
Haryana,Dowry Deaths,2008,328
Haryana,Kidnapping & Abduction,2008,1794
Haryana,Murder,2008,660
Haryana,Rape,2008,1277
Haryana,Riots,2008,130
Haryana,Robbery,2008,808
Haryana,Theft,2008,43259
Haryana,Burglary,2009,4356
Haryana,Dacoity,2009,60
Haryana,Dowry Deaths,2009,538
Haryana,Kidnapping & Abduction,2009,3011
Haryana,Murder,2009,344
Haryana,Rape,2009,1713
Haryana,Riots,2009,372
Haryana,Robbery,2009,373
Haryana,Theft,2009,13769
Haryana,Burglary,2010,4201
Haryana,Dacoity,2010,7
Haryana,Dowry Deaths,2010,572
Haryana,Kidnapping & Abduction,2010,2196
Haryana,Murder,2010,739
Haryana,Rape,2010,836
Haryana,Riots,2010,336
Haryana,Robbery,2010,198
Haryana,Theft,2010,12275
Haryana,Burglary,2011,4758
Haryana,Dacoity,2011,15
Haryana,Dowry Deaths,2011,460
Haryana,Kidnapping & Abduction,2011,2218
Haryana,Murder,2011,986
Haryana,Rape,2011,524
Haryana,Riots,2011,200
Haryana,Robbery,2011,577
Haryana,Theft,2011,14124
Haryana,Burglary,2012,1687
Haryana,Dacoity,2012,31
Haryana,Dowry Deaths,2012,421
Haryana,Kidnapping & Abduction,2012,1554
Haryana,Murder,2012,436
Haryana,Rape,2012,1257
Haryana,Riots,2012,100
Haryana,Robbery,2012,210
Haryana,Theft,2012,5848
Haryana,Burglary,2013,4256
Haryana,Dacoity,2013,36
Haryana,Dowry Deaths,2013,496
Haryana,Kidnapping & Abduction,2013,1506
Haryana,Murder,2013,655
Haryana,Rape,2013,804
Haryana,Riots,2013,196
Haryana,Robbery,2013,1634
Haryana,Theft,2013,6332
Haryana,Burglary,2014,3156
Haryana,Dacoity,2014,59
Haryana,Dowry Deaths,2014,279
Haryana,Kidnapping & Abduction,2014,2776
Haryana,Murder,2014,410
Haryana,Rape,2014,796
Haryana,Riots,2014,344
Haryana,Robbery,2014,775
Haryana,Theft,2014,40094
Haryana,Burglary,2015,4903
Haryana,Dacoity,2015,46
Haryana,Dowry Deaths,2015,364
Haryana,Kidnapping & Abduction,2015,2261
Haryana,Murder,2015,418
Haryana,Rape,2015,1294
Haryana,Riots,2015,257
Haryana,Robbery,2015,174
Haryana,Theft,2015,15483
Haryana,Burglary,2016,2081
